,,log_4brackets_2ndcities_bracket0,log_4brackets_2ndcities_bracket1,log_4brackets_2ndcities_bracket2,log_4brackets_2ndcities_bracket3,rf_8brackets_2ndcities,rf_4brackets_2ndcities,2ndcities_category_counts,1stcities_category_counts,rf_4brackets_1stcities,rf_8brackets_1stcities,log_4brackets_1stcities_bracket0,log_4brackets_1stcities_bracket1,log_4brackets_1stcities_bracket2,log_4brackets_1stcities_bracket3
0_selfstorage_near,selfstorage_near,-2.63,17.66,35.63,-36.97,90.5,193.38,30471,5521,129.89,83.99,91.07,90.66,-372.59,-95.92
2_servicestations_far,servicestations_far,-3.09,-0.51,23.01,-72.71,23.81,34.19,2618,2136,125.04,166.5,90.85,-101.5,91.2,-210.83
1_realestatesvcs_far,realestatesvcs_far,0,0,0,0,0,0,0,25,0,0,90.8,-24.11,-14.48,-13.88
0_gourmet_far,gourmet_far,-2.51,-13.68,-7.58,-91.91,31.07,182.95,24192,15536,126.54,115.72,89.73,87.19,-76.92,82.91
2_food_near,food_near,8.35,-24.82,24.65,-18.86,457.57,148.36,295245,67596,241.55,294.1,88.99,10.9,154.84,77.12
1_flowers_far,flowers_far,0.53,1.94,-7.86,18.93,0,0,1008,2670,81.4,116.31,88.11,-139.63,173.47,-46
3_bars_far,bars_far,2.14,-15.12,29.81,-224.36,97.14,31.77,16866,26935,77.37,187.68,87.68,-5.86,130.24,-121.58
3_womenscloth_near,womenscloth_near,15.15,0.31,-15.44,66.47,119.96,6.14,76168,2969,159.04,28.01,87.32,-20.26,29.55,-119.07
2_chiropractors_far,chiropractors_far,-10.04,18.51,-59.52,-147.41,30.61,93.46,3701,448,48.54,0.35,87.19,-61.34,2.76,-52.36
2_apartments_near,apartments_near,0,0,0,0,0,0,0,188,0,17.01,86.91,-41.55,-16.84,-7.04
2_professional_far,professional_far,10.7,5.73,28.75,163.57,21.18,27.86,66595,8869,338.12,113.33,86.85,-184.33,416.57,-251.61
0_eventplanning_far,eventplanning_far,-30.89,-2.61,27.2,-109.13,129.38,188.59,575406,41045,116.25,218.6,86.65,-61.4,-108.03,19.98
0_fitness_far,fitness_far,-8.12,-0.86,23.77,-205.4,103.32,311.05,18827,68727,295.24,485.2,86.61,-114.78,112.41,-219.12
2_asianfusion_near,asianfusion_near,3.58,7.83,82.6,8.06,79.56,62.64,25343,8339,238.54,73.52,86.57,36.25,24.94,4
4_seafood_near,seafood_near,-0.6,-1.77,-1.64,-26.36,0,0,1305,710,37.52,0,86.39,-74.71,103.92,18.72
2_arts_near,arts_near,13.9,-7.78,21.93,-163.18,143.15,68.37,50034,14571,154.09,139.99,84.61,-152.57,63.15,198.1
2_plumbing_far,plumbing_far,0,0,0,0,0,0,0,263,0,1.44,84.53,-20.73,-28.18,-4.77
0_oilchange_far,oilchange_far,15.22,-8.04,-6.48,57.59,107.86,25.08,9476,17334,197.4,156.83,83.97,-95.65,210.85,-72.89
4_eventservices_near,eventservices_near,0.4,5.64,-10.02,41.61,20.03,3.34,2747,270,0,10.34,83.61,20.01,-107.47,-14.46
1_specialtyschools_far,specialtyschools_far,0.21,8.24,-9.42,-47.04,0.58,0,660,1332,44.37,46.39,83.38,8.61,-87.87,50.24
3_copyshops_far,copyshops_far,-0.12,-0.26,-4.74,17.81,0,0,142,126,0,0,83.13,-43.97,-4.33,24.49
2_japanese_far,japanese_far,2.92,13.79,16.6,221.5,26.67,87.84,50547,20609,148.96,114.08,82.98,-52.45,104.81,118.65
3_cafes_far,cafes_far,1.62,-0.18,2.31,-1.31,0,0,414,260,0,14.41,82.57,-51.11,17.09,0.57
0_catering_far,catering_far,16.79,-21.73,-16.83,-168.35,151.13,177.2,349718,53289,214.73,283.4,82.47,-3.82,237.95,-203.19
3_hair_extensions_near,hair_extensions_near,-4.18,6.95,-3.7,20.23,0,0,542,277,38.27,4.99,82.45,-10.71,35.95,9.88
4_massage_therapy_far,massage_therapy_far,0,0,0,0,0,0,0,361,3.12,0,82.26,-25.27,-1.66,-0.15
2_tires_far,tires_far,0,0,0,0,0,0,0,152,0,0,81.95,-31.21,-3.44,-6.01
4_health_near,health_near,-8.37,12.01,6.9,-13.05,34.51,0,2254,339,0,0,81.93,-51.7,-9.43,18.53
0_makeupartists_near,makeupartists_near,5.88,-21.69,10.73,-108.85,78.05,3.27,117390,6518,59.82,23.39,81.81,-89.46,185.31,61.26
3_italian_near,italian_near,5.99,-5.74,-29.85,22.95,38.22,42.66,14211,1413,44.05,32.59,81.79,-110.6,104.92,32.49
1_accessories_far,accessories_far,8.71,14.54,2.64,25.21,71.78,12.23,18869,4968,114.68,31.25,81.43,-136.86,241.94,40.97
0_plumbing_far,plumbing_far,23.96,26.2,-22.43,27.59,187.59,115.33,567263,47449,251.59,182.93,80.93,-33.65,-47.59,-166.53
2_homedecor_near,homedecor_near,-2.65,8.04,-23.61,137.07,87.02,47.72,14582,2194,11.15,42.6,80.3,19.57,-3.6,92.26
2_fitness_far,fitness_far,0,0,0,0,0,0,0,4309,57.64,76.66,79.52,-71.07,-55.71,-40.19
0_education_near,education_near,7,1.91,-43,-75.48,396.91,264,192584,11401,165.3,111.63,78.11,12.27,24.03,236.14
1_gourmet_far,gourmet_far,7.87,-7.86,-4.27,39.34,51.57,65.06,6716,20509,347.66,140.35,77.94,-118.92,-17.96,140.08
4_convenience_far,convenience_far,-2.19,-2.26,16.9,-74.27,35.32,35.04,723,90,0,0,77.89,-37.48,97.75,-37.66
4_lounges_near,lounges_near,0.39,-0.26,0.56,0.38,5.9,0,383,191,0,14.56,77.89,10.16,-77.09,-50.08
3_hotdogs_far,hotdogs_far,0,0,0,0,0,0,0,80,0,0,77.53,-24.57,-26.07,2.22
0_hotdogs_near,hotdogs_near,28.98,-36.66,-80.1,-16.55,146.8,108.93,3883,749,9.2,6.56,77.24,-95.12,-29.29,24.83
4_artsandcrafts_far,artsandcrafts_far,-1.26,-12.04,-62.35,87.09,0,0,1209,29,0,2.81,76.45,-19.24,-20.66,-7.19
2_french_far,french_far,2.13,-12.87,22.8,118.1,22.28,32.55,11321,3045,60.1,126.89,76.28,86,57.38,-299.97
1_sportsbars_far,sportsbars_far,18.81,-12.46,-41.28,-32.1,53.23,91.93,4689,7174,188.16,146.36,76.21,-126.62,-22.47,163.35
2_financialservices_far,financialservices_far,0,0,0,0,0,0,0,70,0,2.77,75.61,-18.23,-1.81,0.01
4_publicservicesgovt_far,publicservicesgovt_far,-0.27,-0.41,5.03,13.88,0,0,132,32,0,0,75.59,-30.31,-11.37,-9.69
4_barbers_far,barbers_far,0,0,0,0,0,0,0,64,2.47,2.89,75.08,-9.69,-59.02,-0.07
2_sportsbars_far,sportsbars_far,-13.89,3.38,4.56,120.39,24.32,59.83,26749,16159,373.92,348.1,74.12,-40.11,-242.84,79.17
4_hairremoval_near,hairremoval_near,-5.06,13,-0.93,-0.15,0,3.13,196,76,0,0,73.72,-35.25,-1.53,-0.04
3_shopping_near,shopping_near,-4.32,-18.06,2.07,-13.97,253.25,142.26,281031,25795,191.42,60.79,72.33,-27.38,-40.25,-20.48
1_steak_far,steak_far,2.7,3.59,1.31,-14.53,9.31,0,494,225,7.52,57.11,72.02,-22.52,-16.2,-2.47
2_photographers_near,photographers_near,1.96,-0.4,-8.14,1.9,0,0,3247,83,0,5.52,71.55,-19.53,-14.82,-4.42
2_desserts_far,desserts_far,-1.67,47.42,14.36,-179.75,158.75,121.83,84296,37084,153.78,151.27,70.71,-58.6,-84.77,52.23
1_makeupartists_near,makeupartists_near,-3.56,6.61,-31.73,2.84,0,0,2674,601,0,0,70.07,67.82,-73.4,-27.91
2_dentists_far,dentists_far,0,0,0,0,0,0,0,163,10.27,35.94,69.56,-20.2,-1.21,-11.92
2_cosmeticdentists_far,cosmeticdentists_far,7.63,-6.29,4.25,-59.02,0,0,3443,163,8,11.71,69.56,-20.2,-1.21,-11.92
1_hvac_far,hvac_far,0,0,0,0,0,0,0,108,2.73,22.25,68.18,-22.82,-38.4,27.82
0_arts_far,arts_far,-5.45,-3.89,-8.25,10.38,301.1,298.51,1492673,157449,342.95,794,68.08,-96.35,-27.54,80.83
4_wine_bars_far,wine_bars_far,1.27,-3.27,2.04,104.26,0,6.34,4389,89,0,4.94,67.84,-16.52,-22.94,-6.59
3_professional_far,professional_far,-0.94,0.99,-4.25,14.88,28.63,3.3,844,394,18.49,23.27,67.49,-6.97,52.78,95.54
2_dryclean_near,dryclean_near,-15.94,-1.82,-13.91,31.6,0,9.35,16795,1247,91.68,13.93,67.18,-200.35,-11.72,93.11
2_asianfusion_far,asianfusion_far,-12.03,31.14,43.58,30.75,70.4,112.31,63703,26931,61.36,209.58,67.02,-15.03,53.5,-44.53
2_chiropractors_near,chiropractors_near,-9.9,10.59,-10.99,58.16,0,0,1374,199,3.41,4.65,66.93,-21.6,-43.73,20.51
3_physicians_far,physicians_far,0,0,0,0,0,0,0,1414,67.27,31.04,65.94,-109.65,-183.53,-74.31
0_womenscloth_near,womenscloth_near,-20.3,10.34,4.12,61.41,62.36,48.55,47476,1252,47.21,16.06,65.86,58.92,-58.5,-59
1_plumbing_far,plumbing_far,0.64,-0.38,-1.04,-2.61,2.38,0,48,44,3.52,0,65.35,-27.79,-12.47,29.54
1_convenience_near,convenience_near,-9.37,10,-15.66,-100.97,113.96,43.38,13233,2775,19.84,124.88,64.79,93.29,-289.81,-155.03
1_homeservices_far,homeservices_far,-0.26,2.44,9.07,88.45,14.14,133.12,1031,1048,19.37,19.02,64.78,-69.66,-98.28,-24.13
4_homeandgarden_near,homeandgarden_near,-0.08,-1.39,-0.11,21.57,0,0,144,525,8.08,1.45,64.61,27.67,-48.86,-62.26
1_hvac_near,hvac_near,0,0,0,0,0,0,0,44,1.12,0.05,64.61,-2.66,-10.05,-9.02
4_realestate_near,realestate_near,0,0,0,0,0,0,0,45,5.37,9.83,64.34,22.08,-110.01,-1.82
0_health_far,health_far,4.72,-1.13,2.5,1.02,404.51,767.29,6914699,214600,719.73,742.81,63.53,-62.1,8.48,-25.6
4_bars_near,bars_near,-0.02,-0.88,-1.9,3.01,0,0,361,598,9.67,11.15,63.1,-15.57,16.32,-59.8
1_massage_near,massage_near,-6.68,17.93,-1.13,-53.37,4.6,59.12,2938,1835,33.97,63.22,63.07,103.34,63.99,-85.21
4_beautysvc_near,beautysvc_near,-5.23,-1.41,22.4,-109.99,21.53,22.22,13697,1665,1.62,6.3,62.19,-7.15,-36.85,46.69
2_active_near,active_near,1.98,4.18,-6.29,-21.1,9.02,38.96,5679,4709,30.56,22.57,61.63,-47.01,109.71,-64.32
2_hotels_near,hotels_near,-4.78,0.04,-28.19,-65.72,141.05,17.03,14883,6627,57.45,88,61.47,98.34,-191.76,-67.86
3_menscloth_near,menscloth_near,9.4,-7.38,-1.58,149.76,89.33,21.53,53775,2477,20.37,33.24,61.11,15.6,196.81,-133.73
3_hairremoval_far,hairremoval_far,-6.68,-7.73,5.16,129.74,26.68,16.38,11308,2345,127.99,63.49,60.67,-95.69,-7.82,75.93
4_realestate_far,realestate_far,0,0,0,0,0,0,0,133,21.11,10.23,60.44,-34.13,63.03,-8.53
3_electronics_far,electronics_far,-2.52,-7.67,59.9,106.87,74.83,69.46,24182,1325,6.21,19.25,60.34,-27.16,-74.54,42.69
1_medcenters_far,medcenters_far,0,0,0,0,0,0,0,207,0,0,60.34,-2.94,-13.1,-8.64
4_medcenters_near,medcenters_near,0,0,0,0,0,0,0,28,3.06,9.9,60.21,-27.62,-1.52,-0.03
0_healthtrainers_near,healthtrainers_near,-1.66,0.07,-69.84,-70.74,395,159.88,124503,5017,100.36,162.76,59.77,-11.63,-6.75,-49.59
0_vegetarian_far,vegetarian_far,-2.92,9.09,-36.26,2.76,56.7,14.26,4216,473,30.33,13.88,59.67,1.13,10.51,-62.57
4_venues_far,venues_far,-1.25,5.91,-18.54,66.96,15.93,19.74,2790,710,0,21.28,58.55,6.59,22.54,-24.34
0_theater_near,theater_near,22.69,7.13,23.47,58.13,259.21,125.45,232149,22914,83.65,77.14,57.38,0.05,125.98,-153.79
2_medcenters_near,medcenters_near,0,0,0,0,0,0,0,176,6.74,8.82,56.93,18.79,-8.32,-25.98
2_othersalons_far,othersalons_far,14.58,-8.45,21.69,-133.44,261.19,239.46,105411,37143,156.04,190.38,56.85,-23.78,-123.65,52.6
2_shopping_far,shopping_far,-18.93,12.91,5.12,46.41,371.34,342.07,1248511,210607,455.58,730.99,56.58,-9.9,33.39,-25.48
3_flowers_far,flowers_far,5.05,-5.38,-34.86,-3,0,35.84,4294,8747,49.92,64.82,56.47,-58.78,126.62,-65.73
3_hotdogs_near,hotdogs_near,0,0,0,0,0,0,0,28,0,0,56.26,-14.61,-14.51,-1.86
2_diners_near,diners_near,-1.46,-0.48,11.14,55.56,109.89,1.74,2036,1551,29.17,12.03,56.24,-71.25,24.77,3.33
1_mediterranean_far,mediterranean_far,27.16,-19.01,-10.53,119.06,75.23,156.57,35615,9925,152.93,83.06,55.94,54.93,-198.39,9.47
4_barbers_near,barbers_near,0,0,0,0,0,0,0,32,0,2.14,55.37,-21.62,3.71,-2.18
2_specialtyschools_far,specialtyschools_far,-3.48,7.47,-21.07,-92.79,6.84,15.28,955,3822,29.71,62.95,55.24,58.87,13.69,-76.5
3_bbq_near,bbq_near,0,0,0,0,0,0,0,163,0,2.28,55.17,-18.03,-8.21,-9.05
3_arts_far,arts_far,36.62,-37.19,40.38,13.58,201.42,58.01,59058,8255,31.78,36.88,54.27,-106,66.37,104.45
4_skincare_near,skincare_near,-5.07,8.86,-2.18,8.2,0,0,1615,114,0,0,54.27,-45.28,0.19,18.5
4_medicalspa_near,medicalspa_near,-1.31,4.14,11.86,-22.86,0,0,1389,67,6.58,0,54.23,-44.83,0.19,18.5
4_physicians_near,physicians_near,0,0,0,0,0,0,0,73,0,0,54.23,-44.83,0.19,18.5
0_laundryservices_near,laundryservices_near,12.2,-4.68,-5.19,10.55,25.56,17.81,6111,1144,18.99,59.57,53.51,-69.02,101.58,-23.82
3_spas_far,spas_far,17.57,-22.12,-14.95,38.94,45.38,24.44,33462,3915,16.93,33.99,52.09,-76.46,-44.19,80.47
0_groomer_near,groomer_near,-8.11,-3.74,-63.99,-42.69,18.5,28.9,22294,3615,99.63,55.89,51.91,34.32,78.88,-122.9
2_fitness_near,fitness_near,0,0,0,0,0,0,0,1584,3.7,0.69,51.85,-3.36,10.51,-25.1
0_spas_near,spas_near,-8.89,14,-6.41,-176.09,36.09,0,3360,514,134.32,9.06,51.41,10.24,-154.78,65.6
4_opticians_far,opticians_far,3.6,-5.68,-5.71,-147.85,31.38,4.7,4599,351,0,0,51.33,13.56,-13.34,-34.82
1_restaurants_far,restaurants_far,7.49,4.61,-45.66,-43.23,525.3,387.59,965386,329422,602.21,589.76,51.08,-27.12,-19.67,15.06
2_generaldentistry_far,generaldentistry_far,7.63,-6.29,4.25,-59.02,0,0,3443,101,13.21,2.7,51.04,-20.51,5.39,-7.27
3_deptstores_near,deptstores_near,0.32,0.12,-4.86,8.67,0,0,1466,88,0,0,50.97,-3.54,-2.89,-1.79
1_landscaping_far,landscaping_far,-0.08,-0.15,2.21,-4.26,0,0,3,102,0,2.34,50.27,-31.05,-7.33,-6.12
3_dryclean_far,dryclean_far,-5.69,15.57,20.02,61.35,66.27,50.77,8607,347,0,4.49,49.93,-46.6,67.34,-23.52
2_chinese_near,chinese_near,1.77,34.96,39.28,209.18,86.04,213.06,28337,7249,14.1,56.51,49.27,94.32,-160.44,25.49
0_hvac_far,hvac_far,7.45,-10.54,-38.42,-207.94,149.86,211.12,280267,43621,170.69,340.76,48.24,-47.11,-56.26,-61.33
4_shoes_far,shoes_far,-9.18,-18.38,22.89,75.31,32.17,31.09,79580,1139,3.11,61.31,47.02,-55.49,-159.07,28.41
0_shopping_near,shopping_near,6.37,10.7,-8.83,-69.14,246.06,253.22,602938,38746,179.57,140.61,46.98,16.37,-234.73,-90.34
3_mobilephones_near,mobilephones_near,-11.04,7.72,-31.27,72.89,7.84,66.02,5403,491,26.2,0,46.72,6.69,33.21,-39.64
0_education_far,education_far,3.85,2.65,-40.79,-31.95,358.76,506.26,575095,43184,297.34,580.5,46.51,13.36,27.34,71.72
0_homeservices_far,homeservices_far,10.11,-1.5,-2.68,-9.36,388.39,432.47,8607172,798285,698.69,892.91,46.22,17.14,-41.04,-70.25
2_cosmetics_far,cosmetics_far,-13.38,18.28,-42.14,-183.93,89.31,146.24,61758,16956,193.42,161.61,45.81,-32.96,109.67,-117.77
1_japanese_near,japanese_near,-14.56,15.7,60.73,93.59,7.09,5.95,16726,2827,17.59,45.63,45.8,-53.14,-102.74,20.26
3_restaurants_far,restaurants_far,54.88,-24.27,-0.05,87.06,158.72,166.15,98965,38090,385.25,335.73,45.45,-136.64,126.23,-30.19
1_shopping_near,shopping_near,39.35,-3.92,-20.26,-92.79,147.62,79.88,75769,16102,156.13,171.26,45.38,-7.73,206.02,1.4
0_cosmetics_far,cosmetics_far,11.93,-6.73,37.79,-301.76,75.67,155.19,73973,12087,61.63,100.99,45.21,102.09,-27.32,-95.64
4_auto_far,auto_far,3.32,-4.16,-7.02,-11.36,7.6,0,109,226,0,3.8,45.21,-22.52,-68.21,4.45
2_tradamerican_near,tradamerican_near,-5.4,-3.39,44.4,15.83,48.92,123.86,44471,13271,144.75,303.6,45.2,-62.68,129.34,-54.31
0_banks_near,banks_near,9.31,-11.82,-13.95,50.15,199.2,61.27,84789,4720,41.59,78.54,44.99,53.55,36.27,-21.9
4_burgers_near,burgers_near,0,0,0,0,0,0,0,13,0,0,44.73,-16.61,0,-0.01
4_education_near,education_near,0,0,0,0,0,0,0,30,0,0,44.73,-25.3,2.04,13.23
1_food_far,food_far,0.22,-8.61,30.02,-130.94,406.11,220.84,936419,237929,446.23,501.16,44.21,75.63,-16.32,25.39
1_banks_far,banks_far,6.93,-8.75,-9.6,39.92,0,10.89,3891,42,0,0,43.96,-15.46,-1.92,-0.41
2_laundryservices_far,laundryservices_far,-25.63,33.28,30.88,200.3,423.41,947.79,37233,8122,172.01,55.89,43.93,-109.32,-9.93,4.64
0_dentists_far,dentists_far,-7.9,11.11,31.26,-122.73,83.43,74.29,44874,35377,273.49,385.01,43.7,-86.74,13.21,176.11
3_skincare_near,skincare_near,-17.77,-19.62,-71.61,127.73,129.72,223,18182,2654,6.13,16.95,43.33,-2.09,-155.26,54.74
3_realestateagents_far,realestateagents_far,0,0,0,0,0,0,0,152,0,0,43.23,-3.16,-0.35,-1.85
4_movers_near,movers_near,0,0,0,0,0,0,0,5,0,0,43.07,-6.79,-5.07,-1.39
4_selfstorage_near,selfstorage_near,0,0,0,0,0,0,0,5,0,0,43.07,-6.79,-5.07,-1.39
0_shopping_far,shopping_far,24.82,-18.27,12.63,-112.86,583.96,567.93,1932985,156905,537.72,571.72,42.95,-22.7,-2.12,112.43
1_medcenters_near,medcenters_near,0,0,0,0,0,0,0,63,0,0,42.7,-1.09,-8.62,-10.14
2_realestate_near,realestate_near,0,0,0,0,0,0,0,505,15.87,28.76,42.62,-17.57,13.06,42.01
1_electronics_far,electronics_far,5.56,-5.45,35.95,63.13,13.64,31.42,754,840,30.23,47.19,41.92,16.82,-51.01,-0.27
4_mediterranean_far,mediterranean_far,3.99,-2.71,-10.92,-32.07,20.35,16.68,923,2686,0,0,41.76,-33.02,-4.52,-29.57
1_dryclean_near,dryclean_near,-0.25,0.75,6.88,-18.57,28.24,0,785,412,10.04,4.03,41.09,24.27,64.54,-36.17
1_newamerican_near,newamerican_near,-6.26,-3.9,-15.11,82.85,31.95,21.74,21705,5758,92.03,190.61,40.96,-155.92,31.22,56.42
4_electronics_near,electronics_near,-9.88,9.49,-2.05,7.45,0,21.41,2891,296,21.14,0,40.67,-2.97,50.08,-10.28
0_deptstores_near,deptstores_near,-4.89,6.59,40.38,-65.1,1.34,1.86,1498,1034,0,0,40.09,-28.87,-1.78,34.22
2_hotelstravel_far,hotelstravel_far,-3.74,5.1,-15.83,-80.23,27.14,53.74,12273,21228,234.03,250.21,39.77,56.61,-144.84,-31.94
3_shopping_far,shopping_far,-5.31,5.12,6.48,-17.33,281.48,130.84,977491,71997,238.67,294.38,39.74,-4.65,55.51,-41.4
0_mobilephones_far,mobilephones_far,-25,22.66,-0.77,23.63,80.6,54.84,25478,2306,245.75,67.07,39.59,-10.94,-174.8,-6.52
4_tradamerican_near,tradamerican_near,-0.77,-0.03,-0.1,12.58,0,0,400,207,0,5.18,39.2,25.02,-47.68,-31.67
3_plumbing_far,plumbing_far,0,0,0,0,0,0,0,58,0,11.28,38.43,-4.16,-0.36,-0.87
1_contractors_near,contractors_near,0,0,0,0,0,0,0,32,5.48,7.74,38.32,-9.22,-7.3,-2.28
2_photographers_far,photographers_far,3.55,1.48,14.56,-1.6,0,0,9481,390,0,8.08,38.27,-48.18,-56.26,67.87
3_convenience_far,convenience_far,-7.65,12.48,-23.01,32.24,57.01,72.92,6538,471,69.02,13.02,38.22,-5.21,34.06,-63.59
4_physicians_far,physicians_far,0,0,0,0,0,0,0,237,7.14,27.11,38.19,28.88,92.72,-41.83
2_landscaping_near,landscaping_near,-0.04,-0.07,1.1,-2.2,0,0,1,116,0,4.84,38.13,-0.64,-5.17,-34.14
2_plumbing_near,plumbing_near,0,0,0,0,0,0,0,86,0,0,38.05,-9.79,-8.4,-4.88
4_bbq_far,bbq_far,0,0,0,0,0,0,0,19,0,0,37.86,-10.6,0,0.01
0_mobilephones_near,mobilephones_near,-5.92,20.77,-16.74,62.69,85.48,24.94,8999,650,3.54,16.94,37.35,18.43,37.67,-32.81
4_convenience_near,convenience_near,-1.35,-4.39,13.84,-16.07,19.44,57.55,559,39,3.65,0,37.27,-32.23,-19.27,19.06
2_pets_near,pets_near,-3.47,3.64,-10.84,-86.4,43.92,0,52,86,0,0,37.26,-26.7,-35,36.8
4_skincare_far,skincare_far,-3.28,-1.9,-31.58,2.19,0,0,7500,550,0,0,36.57,42.17,89.66,-49.46
3_breakfast_brunch_near,breakfast_brunch_near,-4.14,1.88,-15.45,31.75,15.76,6.97,3321,279,17.78,1.92,36.17,84.47,-283.54,123.89
0_icecream_far,icecream_far,10.39,-3.66,29.9,43.13,27.88,48.41,71070,10335,120.08,24.88,35.89,-71.28,-117.33,-84.5
0_asianfusion_near,asianfusion_near,1.18,5.46,-0.35,-54.23,14.46,0,2633,78,0,0,35.87,9.73,-18.46,-0.63
4_gourmet_far,gourmet_far,0,0,0,0,0,0,0,1248,9.77,0,35.79,-28.54,-12.91,-2.46
1_japanese_far,japanese_far,11.22,-44.24,42.85,190.02,177.82,127.88,37818,9236,95.69,36.91,34.5,-62.24,-89.42,144.86
1_beautysvc_far,beautysvc_far,-5.33,-14.32,-60.82,31.46,247.68,183.23,145169,41077,472.66,393.88,34.35,96.58,-149.26,-154.59
2_healthtrainers_far,healthtrainers_far,-5.81,8.78,-12.21,-30.08,46.99,0,1771,438,0,5.53,34.08,2.12,-0.5,-7.67
0_publicservicesgovt_far,publicservicesgovt_far,-10.91,-8.65,-12.83,-57.6,234.25,254.34,313042,25416,132.43,228.15,33.61,-219.74,359.47,-95.5
4_selfstorage_far,selfstorage_far,0,0,0,0,0,0,0,10,11.93,0,33.38,-6.15,-22.14,-4.71
4_movers_far,movers_far,0,0,0,0,0,0,0,10,0,0,33.38,-6.15,-22.14,-4.71
3_restaurants_near,restaurants_near,-20.29,-3.97,-17.6,48.58,73.4,41.61,28263,13791,142.08,131.34,33.32,-81.66,50.29,29.71
3_hotels_far,hotels_far,9.09,6.24,10.47,-77.38,108.93,124.23,38052,3347,40.25,23.86,33,76.08,-40.23,43.55
3_cafes_near,cafes_near,-0.08,0.2,3.36,-17.34,0,0,90,67,0,1.43,32.7,16.1,-22.52,-9.21
4_servicestations_far,servicestations_far,0.9,1.39,-1.63,-0.03,0,0,107,24,0,0,32.45,-21.35,-7.07,-7.88
4_plumbing_far,plumbing_far,0,0,0,0,0,0,0,151,0,16.25,32.24,3,-10.42,-2.86
1_carwash_near,carwash_near,0,0,0,0,0,0,0,12,11.28,0,31.12,-26.45,33.68,-0.27
3_cosmetics_near,cosmetics_near,1.88,4.56,-10.36,26.83,15.68,40.59,16959,525,24.63,32.41,31.07,39.21,-53.4,-81.97
3_thai_near,thai_near,-2.39,-1.59,11.79,13.42,5.7,0,236,62,0,0,30.91,30.55,-148.8,-5.56
4_education_far,education_far,0,0,0,0,0,0,0,97,0,16.41,30.83,-15.68,100.15,-28.09
3_hair_extensions_far,hair_extensions_far,5.67,3.21,-7.9,50.7,46.17,0,2047,966,30.46,11.28,30.63,-32.44,-93,6.12
2_vietnamese_far,vietnamese_far,-23.85,-6.86,-16.88,257.71,17.01,126.78,14222,4987,103.84,58.88,30.18,-56.35,11.32,182.54
3_realestate_near,realestate_near,0,0,0,0,0,0,0,90,0,5.46,29.59,-13.93,-0.64,10.55
3_waxing_near,waxing_near,-2.69,10.97,-1.55,64.18,0,42.59,5329,381,0,22.82,29.08,-25.47,8.7,3.37
3_fashion_near,fashion_near,-0.57,-13.62,-10.83,48.04,8.51,40.11,2722,10779,77.76,30.88,28.97,-72.91,17.24,12.29
4_massage_therapy_near,massage_therapy_near,0,0,0,0,0,0,0,192,0,0,28.9,-6.72,-0.89,-0.08
4_lounges_far,lounges_far,-0.57,-0.46,-3.05,39.96,0,0,909,655,2.46,16,28.27,34.82,82.04,-64.38
4_medicalspa_far,medicalspa_far,3.3,-8.35,12.12,8.61,0,0,3345,209,27.9,0,27.97,29.03,92.75,-41.38
0_jewelry_near,jewelry_near,13.99,-39.78,17.81,25.19,96.33,40.24,83875,1779,9.92,23.62,27.91,-21.63,48.83,-16.09
2_artsandcrafts_near,artsandcrafts_near,-7.68,-0.86,45.02,28.08,0,0,6558,4407,59.11,55.1,27.86,65.42,-92.71,201.94
3_chinese_near,chinese_near,0,0,0,0,0,0,0,420,2.44,0,27.19,8.41,-88.53,-16.82
4_eventplanning_far,eventplanning_far,-0.01,-0.11,0.5,-13.08,0,0,104,83,0,0,26.96,-14.66,-3.47,-4.86
4_waxing_far,waxing_far,4.37,2.08,2.65,-0.11,0,0,392,96,0,46.73,26.72,-4.75,-0.15,-0.02
2_seafood_near,seafood_near,-7.23,36.87,-31.2,12.1,69.07,5.14,38470,7150,134.59,67.46,26.64,8.86,-26.3,-30.87
4_grocery_far,grocery_far,0.51,-4.34,6.83,-33.21,67.48,3.3,371,145,0,0,26.47,-14.1,-11.15,-2.76
2_specialtyschools_near,specialtyschools_near,1.85,-0.23,-2.89,-48.41,1.08,0,359,623,0,12.28,26.46,-43.95,28.62,9.64
3_specialtyschools_far,specialtyschools_far,0.61,-0.32,-0.24,-1.22,0,3.31,132,51,5.7,0,26.43,-10.66,-9.67,27.04
4_optometrists_far,optometrists_far,6.21,-5.29,-20.41,-15.88,6.17,11.16,1136,246,0,0,25.96,29.06,-10.21,-33.14
3_contractors_far,contractors_far,0,0,0,0,0,0,0,52,19.01,0,24.98,-8.48,-7.99,-1.14
1_diners_near,diners_near,-11.57,4.06,-7.15,-11.51,22.32,22.01,3264,1903,42.69,60.61,24.57,-15.18,-45.8,-63.28
3_dryclean_near,dryclean_near,-5.35,-1.73,8.43,50.1,1.54,5.22,3145,138,0,0,24.41,-20.84,-18.15,-3.7
4_specialtyschools_near,specialtyschools_near,0,0,0,0,0,0,0,5,0,0,24.32,-5.41,15.42,-10.56
0_accessories_near,accessories_near,-42.29,25.76,4.45,56.9,50.23,56.9,42744,1596,0,2.28,23.68,27.42,9.82,-58.73
1_landscaping_near,landscaping_near,0,0,0,0,0,0,0,37,0,0,23.55,-13.66,-3.01,-2.47
3_hair_near,hair_near,15.72,-6.72,-7.85,-142.09,56.71,66.15,47283,2867,36.67,20.18,23.28,-216.26,237.96,156.45
